rollout/ep_len 	steps  	wall_time             	bin
          30.0 	  4851 	  53.499864264329275  	  40
           7.0 	  4854 	  53.517663995424904  	  40
          30.0 	  4894 	  53.92595676183701   	  40
          22.0 	  4916 	  54.14248680273692   	  40
          30.0 	  4940 	  54.39641893704732   	  40
          30.0 	  5045 	  55.478128949801125  	  40
          30.0 	  5084 	  55.89680576324463   	  40
          30.0 	  5106 	  56.12106597820918   	  40
          30.0 	  5175 	  56.85759174823761   	  40
          30.0 	  5210 	  57.22783283789953   	  40
          30.0 	  5273 	  57.89201541741689   	  40
          25.0 	  5312 	  58.30825794140498   	  40
          30.0 	  5319 	  58.380841378370924  	  40
          30.0 	  5391 	  59.15978350639343   	  40
          30.0 	  5438 	  59.662707062562305  	  40
          30.0 	  5440 	  59.687038886547086  	  40
          30.0 	  5494 	  60.26939031283061   	  60
          30.0 	  5549 	  60.865416153271994  	  60
          30.0 	  5611 	  61.520907791455585  	  60
          30.0 	  5641 	  61.843060835202536  	  60
          24.0 	  5680 	  62.25928803682327   	  60
          27.0 	  5792 	  63.46891587972641   	  60
          30.0 	  5813 	  63.69246722857157   	  60
          28.0 	  5817 	  63.734754621982574  	  60
          30.0 	  5892 	  64.55449117422104   	  60
          30.0 	  5964 	  65.30514019330343   	  60
          30.0 	  5980 	  65.48723809321721   	  60
          30.0 	  6003 	  65.7353835026423    	  60
          30.0 	  6053 	  66.24313811063766   	  60
          16.0 	  6121 	  66.96295128663381   	  60
          30.0 	  6136 	  67.11799937486649   	  60
          30.0 	  6151 	  67.2735623518626    	  60
          30.0 	  6215 	  67.92795863548915   	  60
          30.0 	  6250 	  68.2922711888949    	  60
          30.0 	  6258 	  68.38378618955612   	  60
          30.0 	  6301 	  68.83991465965907   	  60
          30.0 	  6308 	  68.91475156148275   	  60
          30.0 	  6355 	  69.41758595307668   	  60
          21.0 	  6376 	  69.6441047112147    	  60
          22.0 	  6540 	  71.45302065213521   	  60
          30.0 	  6609 	  72.21411693096161   	  60
          30.0 	  6712 	  73.28905729850133   	  60
          30.0 	  6722 	  73.38899466196696   	  60
          29.0 	  6813 	  74.367100918293     	  60
          30.0 	  7036 	  76.74527951081593   	  60
          11.0 	  7081 	  77.19813657601675   	  60
          29.0 	  7124 	  77.66660898129145   	  60
          24.0 	  7181 	  78.2982890089353    	  60
          22.0 	  7237 	  78.87081929842631   	  60
          30.0 	  7252 	  79.02632949749629   	  60
          30.0 	  7253 	  79.03868588209153   	  60
          30.0 	  7285 	  79.36860622564951   	  60
          30.0 	  7315 	  79.68505343993505   	  60
          30.0 	  7351 	  80.08355438709259   	  80
          30.0 	  7374 	  80.34585007826487   	  80
          30.0 	  7378 	  80.38538772265116   	  80
          30.0 	  7401 	  80.64749872684479   	  80
          30.0 	  7438 	  81.06126230160395   	  80
          30.0 	  7440 	  81.08478885889053   	  80
          30.0 	  7526 	  82.0058249950409    	  80
          30.0 	  7563 	  82.42973795334498   	  80
          30.0 	  7675 	  83.59012202421825   	  80
          30.0 	  7721 	  84.08589108784993   	  80
          30.0 	  7726 	  84.1456377585729    	  80
          30.0 	  7787 	  84.78296757936478   	  80
          30.0 	  7858 	  85.52124451398849   	  80
          30.0 	  7946 	  86.4584780573845    	  80
           9.0 	  8008 	  87.07416408061981   	  80
          30.0 	  8108 	  88.11771977345148   	  80
          30.0 	  8109 	  88.1298838655154    	  80
          30.0 	  8160 	  88.63884409268697   	  80
          30.0 	  8254 	  89.56663691600164   	  80
          30.0 	  8265 	  89.67064535617828   	  80
          30.0 	  8287 	  89.89566831588745   	  80
          30.0 	  8296 	  89.98814382950465   	  80
          30.0 	  8326 	  90.31067265272141   	  80
          30.0 	  8387 	  90.96541000207266   	  80
          30.0 	  8411 	  91.22913136084874   	  80
          30.0 	  8427 	  91.40523544152578   	  80
          30.0 	  8431 	  91.44766159057617   	  80
          17.0 	  8434 	  91.47841403484344   	  80
          14.0 	  8573 	  92.95530901352565   	  80
          30.0 	  8614 	  93.4095842520396    	  80
          21.0 	  8624 	  93.51421827077866   	  80
          27.0 	  8665 	  93.92002744277319   	  80
          16.0 	  8690 	  94.16451483170191   	  80
          30.0 	  8982 	  97.34648314317067   	  80
          30.0 	  9002 	  97.57646994988123   	  80
          30.0 	  9033 	  97.90205244620641   	  80
          30.0 	  9060 	  98.17260595162709   	  80
          30.0 	  9090 	  98.49424624840418   	  80
          30.0 	  9145 	  99.06292833089829   	  80
          21.0 	  9269 	 100.29616421858469   	 100
          24.0 	  9294 	 100.56609589656195   	 100
          30.0 	  9314 	 100.76522362232208   	 100
          12.0 	  9329 	 100.91339823802312   	 100
          30.0 	  9414 	 101.74109638134638   	 100
          30.0 	  9445 	 102.04643994967142   	 100
          26.0 	  9523 	 102.83586140473683   	 100
          24.0 	  9573 	 103.36946169137954   	 100
          30.0 	  9584 	 103.4723840157191    	 100
          30.0 	  9615 	 103.79810970226923   	 100
          30.0 	  9698 	 104.64737650156022   	 100
          30.0 	  9772 	 105.39526485204696   	 100
          18.0 	  9826 	 105.93663492997487   	 100
          30.0 	  9830 	 105.97787497043609   	 100
          16.0 	  9831 	 105.98414313793182   	 100
          30.0 	  9855 	 106.24071449836096   	 100
          16.0 	  9878 	 106.48395811716715   	 100
          26.0 	  9893 	 106.64382655620575   	 100
          30.0 	  9960 	 107.33933368126551   	 100
          30.0 	  9963 	 107.36846682627996   	 100
          30.0 	 10019 	 107.95817331075668   	 100
          30.0 	 10056 	 108.34374250968297   	 100
          15.0 	 10191 	 109.78251690864563   	 100
          30.0 	 10244 	 110.34577925205231   	 100
           9.0 	 10259 	 110.4933448433876    	 100
          30.0 	 10310 	 111.02715788682302   	 100
          30.0 	 10359 	 111.55371287266414   	 100
          30.0 	 10412 	 112.10905309120814   	 100
          30.0 	 10428 	 112.27951641877492   	 100
          27.0 	 10507 	 113.11179577906927   	 100
          30.0 	 10544 	 113.4737312912941    	 100
          30.0 	 10589 	 113.91647566159567   	 100
          14.0 	 10620 	 114.24919333457947   	 100
          14.0 	 10657 	 114.62924848000209   	 100
          30.0 	 10664 	 114.70285668373108   	 100
          22.0 	 10704 	 115.12262535095215   	 100
          28.0 	 10785 	 115.9509693702062    	 100
          30.0 	 10833 	 116.45372172991435   	 100
          30.0 	 10876 	 116.88867917458217   	 100
          30.0 	 10915 	 117.25767702658972   	 100
          30.0 	 10942 	 117.51296246449152   	 100
          30.0 	 11020 	 118.28477381467819   	 100
          30.0 	 11022 	 118.30217734575271   	 100
          30.0 	 11029 	 118.37676562468211   	 100
          17.0 	 11035 	 118.44030183156332   	 100
          30.0 	 11043 	 118.5330291469892    	 100
          30.0 	 11112 	 119.26617725690205   	 100
          30.0 	 11132 	 119.48232756058376   	 100
          30.0 	 11142 	 119.56957753896714   	 100
          30.0 	 11214 	 120.29382748603821   	 120
          30.0 	 11216 	 120.3170122742653    	 120
          24.0 	 11297 	 121.18371130228043   	 120
          30.0 	 11317 	 121.37746662298838   	 120
          30.0 	 11396 	 122.22249058087667   	 120
          10.0 	 11403 	 122.28939042886098   	 120
          30.0 	 11457 	 122.86367135445276   	 120
          14.0 	 11540 	 123.7275222102801    	 120
          30.0 	 11587 	 124.22116581996282   	 120
          18.0 	 11603 	 124.38064834276835   	 120
          30.0 	 11654 	 124.91667956908545   	 120
          30.0 	 11746 	 125.88294455607732   	 120
          30.0 	 11754 	 125.97823572158813   	 120
           7.0 	 11763 	 126.06486830314      	 120
          30.0 	 11903 	 127.52880902290345   	 120
          30.0 	 11918 	 127.69090108474096   	 120
          30.0 	 11969 	 128.20245117346445   	 120
          30.0 	 12000 	 128.4931879679362    	 120
          30.0 	 12001 	 128.50426462888717   	 120
          30.0 	 12028 	 128.77392533620198   	 120
          30.0 	 12060 	 129.07908428907393   	 120
          30.0 	 12061 	 129.09052055279415   	 120
          30.0 	 12069 	 129.1668765227       	 120
          30.0 	 12111 	 129.56115640004475   	 120
          15.0 	 12173 	 130.14697600603103   	 120
          17.0 	 12190 	 130.28700096607207   	 120
          30.0 	 12230 	 130.67861132621766   	 120
          30.0 	 12323 	 131.5393487850825    	 120
          20.0 	 12337 	 131.6720007499059    	 120
          23.0 	 12344 	 131.7293377717336    	 120
          20.0 	 12353 	 131.80125574270883   	 120
          30.0 	 12442 	 132.53838963508605   	 120
          16.0 	 12480 	 132.87171255747478   	 120
          30.0 	 12506 	 133.0992949485779    	 120
          30.0 	 12518 	 133.20623979171117   	 120
          30.0 	 12553 	 133.48328274091085   	 120
          30.0 	 12572 	 133.6458323319753    	 120
          30.0 	 12594 	 133.82964915831883   	 120
          30.0 	 12640 	 134.25440457264583   	 120
          30.0 	 12641 	 134.26575829982758   	 120
          10.0 	 12712 	 134.83552084763843   	 120
          19.0 	 12722 	 134.92014499902726   	 120
          24.0 	 12738 	 135.05811245838802   	 120
          29.0 	 12842 	 135.90534130334854   	 120
          30.0 	 12903 	 136.47829302152      	 120
          30.0 	 12934 	 136.79854205846786   	 120
          30.0 	 13124 	 138.7290920774142    	 120
          30.0 	 13186 	 139.32359179258347   	 120
          30.0 	 13257 	 139.99162157376608   	 120
           8.0 	 13297 	 140.34758443435032   	 140
          23.0 	 13341 	 140.77668223778406   	 140
          30.0 	 13412 	 141.4147266546885    	 140
          30.0 	 13415 	 141.44847373565037   	 140
           5.0 	 13442 	 141.7137056072553    	 140
          27.0 	 13460 	 141.87702880303064   	 140
          15.0 	 13573 	 142.90863689581553   	 140
          30.0 	 13601 	 143.18793646494547   	 140
          30.0 	 13649 	 143.6421276450157    	 140
          15.0 	 13678 	 143.9230690717697    	 140
          30.0 	 13699 	 144.13253070910773   	 140
          30.0 	 13818 	 145.245006330808     	 140
          30.0 	 13878 	 145.78525414466858   	 140
          16.0 	 13910 	 146.0868640621503    	 140
          30.0 	 13961 	 146.57850662867227   	 140
           5.0 	 13967 	 146.62981171210606   	 140
          30.0 	 13992 	 146.86791397333144   	 140
          22.0 	 14057 	 147.43820211489995   	 140
          24.0 	 14105 	 147.9021514972051    	 140
          30.0 	 14195 	 148.68114458322526   	 140
          20.0 	 14257 	 149.24390835762023   	 140
          30.0 	 14275 	 149.37770398457846   	 140
          30.0 	 14309 	 149.6376973549525    	 140
          26.0 	 14342 	 149.84047304789226   	 140
          19.0 	 14434 	 150.43656199773153   	 140
           5.0 	 14452 	 150.54968928893408   	 140
           7.0 	 14497 	 150.75327939589818   	 140
           7.0 	 14532 	 150.91912684837976   	 140
          29.0 	 14548 	 151.0055361866951    	 140
          13.0 	 14554 	 151.0377108534177    	 140
          15.0 	 14568 	 151.11531080802283   	 140
          13.0 	 14602 	 151.30314824183782   	 140
          11.0 	 14657 	 151.56549791495004   	 140
           7.0 	 14709 	 151.8308203657468    	 140
           7.0 	 14725 	 151.92144363323848   	 140
          15.0 	 14757 	 152.10941469271978   	 140
          10.0 	 14787 	 152.27706990242004   	 140
           7.0 	 14790 	 152.29304072856903   	 140
           7.0 	 14791 	 152.29574517409006   	 140
           3.0 	 14803 	 152.349515914917     	 140
           9.0 	 14843 	 152.53067996899287   	 140
           6.0 	 14861 	 152.62128188610077   	 140
          12.0 	 14882 	 152.70242903629938   	 140
           6.0 	 14889 	 152.72283734877905   	 140
          23.0 	 14943 	 152.97009377876918   	 140
           7.0 	 14965 	 153.0753432750702    	 140
          10.0 	 14982 	 153.14463879267376   	 140
           7.0 	 15042 	 153.44000482956568   	 140
          15.0 	 15047 	 153.46971262693404   	 140
          15.0 	 15184 	 154.1213603814443    	 140
           3.0 	 15245 	 154.40894984404247   	 140
           7.0 	 15252 	 154.43941867748896   	 140
           7.0 	 15253 	 154.44206340312957   	 140
           5.0 	 15402 	 155.0721264044444    	 140
           8.0 	 15414 	 155.13032636642455   	 140
           6.0 	 15449 	 155.3260659098625    	 140
          12.0 	 15511 	 155.6431276480357    	 140
           7.0 	 15512 	 155.64572893778484   	 140
          30.0 	 15525 	 155.70536660353343   	 140
           7.0 	 15582 	 155.95073034763337   	 140
          13.0 	 15643 	 156.27223335901897   	 140
          30.0 	 15855 	 157.27492971420287   	 140
           6.0 	 15858 	 157.29094193379083   	 140
           4.0 	 15866 	 157.33165839513143   	 140
          17.0 	 15887 	 157.43115750551223   	 140
          12.0 	 15897 	 157.47940872510273   	 140
          30.0 	 15909 	 157.53768603801728   	 140
          15.0 	 15912 	 157.55620177984238   	 140
           4.0 	 15925 	 157.62856428225834   	 140
          12.0 	 15950 	 157.74312145312626   	 140
          17.0 	 16088 	 158.51406632264454   	 140
          18.0 	 16092 	 158.53050589561462   	 140
          21.0 	 16110 	 158.6223558584849    	 140
           4.0 	 16195 	 159.0708161552747    	 140
           9.0 	 16201 	 159.1037223815918    	 140
          10.0 	 16203 	 159.1135867158572    	 140
          14.0 	 16206 	 159.127237534523     	 140
           4.0 	 16218 	 159.1728474577268    	 140
           8.0 	 16284 	 159.45599803527196   	 140
          29.0 	 16457 	 160.25496772925058   	 160
          19.0 	 16483 	 160.36122847795485   	 160
           6.0 	 16488 	 160.3862340450287    	 160
          11.0 	 16493 	 160.41902993917466   	 160
          12.0 	 16559 	 160.74443037112553   	 160
           6.0 	 16575 	 160.80243277947108   	 160
           9.0 	 16636 	 161.07538646062216   	 160
          16.0 	 16710 	 161.37664989233016   	 160
          20.0 	 16760 	 161.57754167318345   	 160
          12.0 	 16771 	 161.62016928593317   	 160
           6.0 	 16780 	 161.66284180084864   	 160
           7.0 	 16801 	 161.73099667628605   	 160
           8.0 	 16811 	 161.77843781312308   	 160
          10.0 	 16812 	 161.78218049605687   	 160
          10.0 	 16842 	 161.89601975282034   	 160
           4.0 	 16859 	 161.9564155459404    	 160
           5.0 	 16862 	 161.96327540079753   	 160
           7.0 	 16871 	 161.99221465587615   	 160
           9.0 	 16918 	 162.1970463315646    	 160
           5.0 	 17081 	 162.8900566895803    	 160
           5.0 	 17096 	 162.94713733990986   	 160
           7.0 	 17114 	 163.00878139336905   	 160
          12.0 	 17167 	 163.23557447989782   	 160
           4.0 	 17171 	 163.24597541888554   	 160
           4.0 	 17266 	 163.66766989628474   	 160
           5.0 	 17285 	 163.745752342542     	 160
           6.0 	 17337 	 163.935832798481     	 160
          24.0 	 17399 	 164.20456329186757   	 160
           6.0 	 17416 	 164.2706291993459    	 160
          14.0 	 17575 	 164.94030708869298   	 160
          12.0 	 17595 	 165.00996714830399   	 160
          10.0 	 17629 	 165.1596584280332    	 160
           8.0 	 17654 	 165.27061338027318   	 160
           6.0 	 17678 	 165.36507985591888   	 160
           6.0 	 17688 	 165.4076870361964    	 160
           5.0 	 17690 	 165.41230489015578   	 160
          16.0 	 17753 	 165.68478980461757   	 160
          18.0 	 17792 	 165.85726592938104   	 160
           6.0 	 17823 	 165.97595289945602   	 160
          14.0 	 17831 	 166.00318080981572   	 160
          15.0 	 17850 	 166.07273101409277   	 160
           9.0 	 17867 	 166.15346427361172   	 160
           7.0 	 17870 	 166.1735321879387    	 160
          11.0 	 17875 	 166.19251615603764   	 160
          10.0 	 17906 	 166.33025634288788   	 160
           5.0 	 17967 	 166.59588429133098   	 160
          15.0 	 17971 	 166.6162355542183    	 160
           5.0 	 18011 	 166.7836926817894    	 160
           6.0 	 18059 	 166.97042727073034   	 160
           6.0 	 18107 	 167.13093773126602   	 160
           5.0 	 18117 	 167.16361594597498   	 160
          12.0 	 18152 	 167.296635723114     	 160
          14.0 	 18198 	 167.48291472196578   	 160
          14.0 	 18214 	 167.5458062092463    	 160
          10.0 	 18240 	 167.63508621454238   	 160
           6.0 	 18266 	 167.75731294552486   	 160
           9.0 	 18290 	 167.8525317589442    	 160
          18.0 	 18308 	 167.90423675775529   	 160
           7.0 	 18376 	 168.16057338317236   	 160
           6.0 	 18389 	 168.2301526149114    	 160
          13.0 	 18397 	 168.26088246107102   	 160
           7.0 	 18421 	 168.34011736313502   	 160
          12.0 	 18504 	 168.6876716017723    	 160
           8.0 	 18664 	 169.2633280992508    	 160
           5.0 	 18670 	 169.28931282361347   	 160
           7.0 	 18679 	 169.31981955369312   	 160
           7.0 	 18712 	 169.44925519227982   	 160
           5.0 	 18743 	 169.56742388804753   	 160
          13.0 	 18782 	 169.71110062996547   	 160
           7.0 	 18823 	 169.8762889822324    	 160
           4.0 	 18826 	 169.8844051082929    	 160
          14.0 	 18895 	 170.1647361278534    	 160
           7.0 	 19038 	 170.72033111254373   	 160
           5.0 	 19062 	 170.80888014237087   	 160
           6.0 	 19073 	 170.84706050952275   	 160
          11.0 	 19087 	 170.89755251407624   	 160
          15.0 	 19117 	 171.00874389410018   	 160
          19.0 	 19317 	 171.80134735504785   	 160
           4.0 	 19378 	 172.01122046311696   	 160
          11.0 	 19386 	 172.04680040677388   	 160
           7.0 	 19440 	 172.242717564106     	 160
           6.0 	 19441 	 172.24498547712963   	 160
          12.0 	 19482 	 172.41388758420945   	 160
           6.0 	 19525 	 172.568868013223     	 160
           7.0 	 19529 	 172.58119928042095   	 160
           7.0 	 19534 	 172.59728109439214   	 160
          14.0 	 19536 	 172.6048211256663    	 160
          19.0 	 19560 	 172.69544328848522   	 160
           6.0 	 19562 	 172.6991864959399    	 160
           4.0 	 19670 	 173.07941637833912   	 160
           7.0 	 19702 	 173.2129181265831    	 160
          11.0 	 19752 	 173.40496547619503   	 160
           6.0 	 19754 	 173.41315933068594   	 160
           8.0 	 19765 	 173.45627704461415   	 160
           4.0 	 19766 	 173.45781231323878   	 160
           9.0 	 19768 	 173.46606492598852   	 160
          10.0 	 19874 	 173.85998526414235   	 160
          16.0 	 19943 	 174.11660561561584   	 160
           8.0 	 19957 	 174.15853556791942   	 160
           6.0 	 20020 	 174.37831048965455   	 160
          12.0 	 20022 	 174.38573555548984   	 160
          17.0 	 20033 	 174.44059440692266   	 160
           8.0 	 20043 	 174.48027896086376   	 160
          14.0 	 20063 	 174.55278171300887   	 160
           9.0 	 20119 	 174.76791243553163   	 160
          11.0 	 20128 	 174.80140457550684   	 160
           5.0 	 20159 	 174.90662955443065   	 160
           9.0 	 20166 	 174.92638272444407   	 160
           4.0 	 20170 	 174.94180333216985   	 160
           4.0 	 20221 	 175.13852551778157   	 160
           6.0 	 20222 	 175.14076248407363   	 160
           4.0 	 20237 	 175.19661248922347   	 160
           9.0 	 20277 	 175.3412745197614    	 160
           6.0 	 20329 	 175.54449913899103   	 160
           5.0 	 20345 	 175.6010368625323    	 160
           5.0 	 20391 	 175.7465589125951    	 160
          10.0 	 20447 	 175.9518871307373    	 160
           4.0 	 20499 	 176.16011597712836   	 160
           5.0 	 20539 	 176.30262488126755   	 160
           8.0 	 20617 	 176.59295814434688   	 160
          13.0 	 20634 	 176.66519688367845   	 160
          13.0 	 20653 	 176.74177371263505   	 160
          11.0 	 20664 	 176.77429674069086   	 160
           5.0 	 20703 	 176.94343122641246   	 160
           8.0 	 20711 	 176.9778806845347    	 160
           9.0 	 20742 	 177.0813938419024    	 160
           6.0 	 20816 	 177.34679996967316   	 160
          10.0 	 20820 	 177.35826285680136   	 160
           5.0 	 21009 	 178.02308179537457   	 160
          12.0 	 21077 	 178.2898308912913    	 160
          12.0 	 21091 	 178.34165500005085   	 160
           3.0 	 21109 	 178.39419863621393   	 160
           9.0 	 21133 	 178.47480121850967   	 160
          11.0 	 21201 	 178.71232432524363   	 160
          12.0 	 21280 	 178.9801784992218    	 160
           8.0 	 21289 	 179.01126145919164   	 160
           9.0 	 21347 	 179.20218526124955   	 160
           6.0 	 21364 	 179.2597654382388    	 160
           5.0 	 21413 	 179.40764619112014   	 160
           9.0 	 21547 	 179.8943635225296    	 160
           6.0 	 21566 	 179.97111417452496   	 160
           5.0 	 21598 	 180.07084262371063   	 180
          10.0 	 21626 	 180.16703980763754   	 180
          13.0 	 21668 	 180.3350925644239    	 180
          10.0 	 21676 	 180.36824867725372   	 180
           6.0 	 21682 	 180.38838370641074   	 180
           5.0 	 21685 	 180.3964864095052    	 180
           8.0 	 21695 	 180.42001105149586   	 180
          21.0 	 21716 	 180.50433642069498   	 180
           6.0 	 21733 	 180.55348642667136   	 180
           8.0 	 21737 	 180.56580266952514   	 180
           5.0 	 21747 	 180.5936322371165    	 180
           5.0 	 21753 	 180.61273783445358   	 180
           9.0 	 21770 	 180.674951004982     	 180
           5.0 	 21911 	 181.19673117399216   	 180
           4.0 	 21915 	 181.2064588824908    	 180
           8.0 	 21916 	 181.20951149463653   	 180
          19.0 	 21930 	 181.25087875127792   	 180
           4.0 	 21977 	 181.4016577243805    	 180
           8.0 	 21981 	 181.41497886578242   	 180
          18.0 	 22001 	 181.49298438628514   	 180
          14.0 	 22103 	 181.86786775191624   	 180
           5.0 	 22156 	 182.05784494479497   	 180
           6.0 	 22175 	 182.13041407267252   	 180
           5.0 	 22228 	 182.3103903611501    	 180
           9.0 	 22294 	 182.52961395184198   	 180
          13.0 	 22348 	 182.70124533573787   	 180
           7.0 	 22374 	 182.78834016323088   	 180
          15.0 	 22507 	 183.23639958699545   	 180
           7.0 	 22523 	 183.2782391031583    	 180
           4.0 	 22533 	 183.3077117363612    	 180
          15.0 	 22553 	 183.37854674259822   	 180
           5.0 	 22571 	 183.43789461056392   	 180
          10.0 	 22589 	 183.5080038269361    	 180
           3.0 	 22619 	 183.61335739692052   	 180
           8.0 	 22642 	 183.6930255373319    	 180
          13.0 	 22651 	 183.72532463868458   	 180
          17.0 	 22654 	 183.73702353636423   	 180
           4.0 	 22661 	 183.75824955304464   	 180
           8.0 	 22671 	 183.795077141126     	 180
           9.0 	 22743 	 184.04436326821644   	 180
          28.0 	 22783 	 184.18658275604247   	 180
           5.0 	 22786 	 184.19402570724486   	 180
          15.0 	 22837 	 184.3550987203916    	 180
